Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min Salary,Max Salary,Average Salary,Job State,Age,Python,Spark
Data Scientist,63 - 113 ,"Position Overview
PNC is seeking a Data Scientist in the Specials Situations Team under Retail Lending Decision Management & Analytics. This team participates in a variety of strategic initiatives to support Retail Lending including the development of loss mitigation strategies to efficiently increase net recoveries on PNC’s Retail Lending Portfolio.

In this role, the analyst will develop and maintain models to support PNC’s Retail Lending default management strategy. Typical models include: collection scores, propensity to pay, loss-given-default and recovery estimation. The position covers retail lending products including auto, unsecured loan, consumer card and home equity. A key aspect of the role is to partner closely with default management operations to understand customers’ behavior and default management practices. Additionally, you will draw upon a combination of problem-solving, quantitative analysis and product knowledge. You will also rely on strong communication skills in order to share complex analytical results with non-technical audiences. PNC's commitment to leadership in risk management means you will always be at the leading edge of bank technology and techniques. All the while, you'll benefit from access to senior professionals within the field in a friendly, open, and engaging environment.

The position may located in Northern VA or Pittsburgh, PA

Job Description
Performs analytical tasks on vast amounts of structured and unstructured data to extract actionable business insights.
Participates in the data gathering, data processing and data mining of large and complex datasets.
Develops algorithms using advanced mathematical and statistical techniques like machine learning to predict business outcomes and recommend optimal actions to management.
Runs analytical experiments in a methodical manner to find opportunities for product and process optimization. Assists in the presentation of business insights to management using visualization technologies and data storytelling.
May partner with Data Architects, Data Analysts, Data Engineers and Visualization Experts to develop data-driven solutions for the business.
PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:
Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.
Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.
Competencies
Data Architecture – Knowledge and ability to create models and standards to govern which data is collected, and how it is stored, arranged, integrated, and put to use in data systems and in organizations.Data Mining – Knowledge of tools, techniques and practices in data mining technologies used to acquire essential business information.Disruptive Innovation – Knowledge of concepts, principles, and approaches of disruptive innovation; ability to adopt the knowledge into related processes and practices.Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.Machine Learning – Knowledge of principles, technologies and algorithms of machine learning; ability to develop, implement and deliver related systems, products and services.Modeling: Data, Process, Events, Objects – Knowledge of and the ability to use tools and techniques for analyzing and documenting logical relationships among data, processes or events.Prototyping – Knowledge of and ability to implement prototyping disciplines, tools and techniques in evolutionary models within the target environment.Query and Database Access Tools – Knowledge of and the ability to use, support and access facilities for extracting and formatting a database management system.
Work Experience
Roles at this level typically require a university / college degree, with 3+ years of relevant / direct industry experience. Certifications are often desired. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.
Education
Masters

Disability Accommodations Statement:

The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.

Equal Employment Opportunity (EEO):

PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.

California Residents

Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices.",3.6,"PNC Financial Services Group
3.6","Pittsburgh, PA",10000+ Employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),63,113,88.0,PA,175,0,0
Data Scientist,72 - 119 ,"Position Description
This position is responsible for business consulting activities for the Data Strategy and Analytics teams within our client organizations to monitor and assist in improving their analytics eco system. We need someone with a creative problem-solving skills to work on our client's business opportunities. Our Data Scientistwill work to understand high value opportunities and identify/build potential solutions, which often involve discovering new insights by transforming data into intuitive & interactive visualizations or applications




Responsibilities:

Serve as an expert in translating complex data into key strategy insights and valuable actions.

Discover business narratives told by the data and present them to other scientists, business stakeholders, and managers at various levels.

Develop and test heuristics.

Create and run statistic/ML models.

Perform data exploration and data mining.

Create business intelligence, dashboards, visualizations, and/or other advanced analytics reports to adequately tell the business narrative and offer recommendations that are practiced, actionable, and have material impact, in addition to being well-supported by analytical models and data.




Skills:

Work experience in addition to degree: 3 - 5 years of data engineering/science related activities with overall 10+ years' experience.

Graduation from a four-year college or university with a degree in statistics, physics, mathematics, engineering, computer science, or management of information systems.

Expert knowledge of SAS, Python Machine Learning or R

Working knowledge of statistics, programming and predictive modeling.

Working knowledge of code writing

Big Data/Hadoop/NoSQL and experience with large datasets



Desired:

Doctorate in Computer science, Engineering, Physics or Statistics
Skills
SQL
Python
Data Analysis
Data Architecture
QlikView
What you can expect from us
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients' digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI atwww.cgi.com.

No unsolicited agency referrals please.",3.6,"CGI Group, Inc.
3.6","Lafayette, LA",10000+ Employees,1976,Company - Public,Consulting,Business Services,$10+ billion (USD),72,119,95.5,LA,44,1,0
Data Scientist,64 - 112 ,"Position Summary...
What you'll do...


Are you a hardco­­re numbers person who would enjoy solving some of business toughest challenges by illuminating phenomena and opportunity held within one of the worlds largest data sets? The mammoth scale and volume of our global data is virtually limitless. As a data scientist, you will create insights that influence how we make decisions that have impact at an unprecedented scale.

You will have the opportunity to do your best work while unlocking vast business opportunity by extracting key insights using a wide range of advanced statistical models and machine learning and translating results into goal-oriented business actions. Each day, you will be presented with a variety of new challenges and interesting projects that tap your interests and strengths.

The Store Associate Technology Data Science and Data Engineering Team is hiring Data Scientists to join our team of data scientists and data engineers. Our team chartered with developing statistical and machine learning systems and building a robust platform to enable the application of data science to in-store technology. We work closely with each other, software developers from other teams, and the business stakeholders. Data scientists in our team participate in the full life cycle of model development, which spans from business problem discovery to model deployment and monitoring.

Youll make an impact by:

Participating in the full life cycle of model development, which spans from business problem discovery, data discovery to model deployment and monitoring.

Specifically, you will
Work with business stakeholders to understand the business requirements and the data available to solve the corresponding problems
Translate the business requirements to a problem that can be solved using statistical and/or machine learning techniques
Build datasets from different sources for data analysis and model development, which will include wrangling, cleaning, and pre-processing data
Conduct exploratory data analysis to understand the patterns and potential business insights exhibited in the data
Create data visualization to summarize the insights discovered during the data analysis and communicate them to internal team members and business stakeholders
Develop statistical and machine learning models to solve business problems and derive actionable business insights
Work with data engineers to test and validate training and production data pipelines, among other tasks
Help deploy models in various formats
Derive metrics for model performance monitoring and conduct continuous model performance monitoring (after deployment)
Present insights discovered from data analysis and statistical/machine learning modeling and make recommendation based on the results to internal team members and business stakeholders
Be proactive and take ownership of the projects and tasks assigned
Provide and support the implementation of business solutions
Collaborate with other data scientists and data engineers in our team
Own components of a data science project
Coach junior team members and share knowledge with the broader team
Continue to widen and deepen data science and engineering skillsets
Live by our Company culture and values
Adhere to model compliance with company policies and procedures, and supporting company mission, values, and standards of ethics and integrity
Youll sweep us off our feet if
Youre an inquisitive, out-of-the box thinker whos continually on the lookout for opportunities to improve and innovate data science solutions
You have consistently high standards, your passion for quality is inherent in everything that you do
You have the courage to fail fast
You have proven ability as a full stack data scientist who develops, optimizes, and scales models for the production environment
You have proven industry experience of designing, leading, and managing large-scale data science projects and collaborating with data engineers
You connect the how and why, using your knowledge of data science theories and methodologies to derive the best approach that is fit-for-purpose
You have a very strong understanding of the fundamental concepts of popular statistical and machine learning models
Youre experienced with general programing, statistical languages, and deep learning packages used to manipulate data and build statistical and machine learning models at a large scale, such as Python, R, Spark, PyTorch, Tensorflow, Keras, SQL, and SQL-like query languages for NoSQL databases
Youre proficient using database technologies, distributed datastores, and cloud computer (e.g. GCP)
You are organized and have excellent verbal and written communication skills and presentation skills
The above information has been designed to indicate the general nature and level of work performed in the role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. The full Job Description can be made available as part of the hiring process.

Minimum Qualifications
Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2 years' experience in an analytics or related field.
Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field.
Option 3: 4 years' experience in an analytics or related field.
Additional Preferred Qualifications
Masters or Doctoral degree in Computer Science (with a focus in Data Mining, Machine Learning and at least one of its disciplines, such as Natural Language Processing and Computer Vision), Statistics, Econometrics, Computational Neuroscience, Operational Research, Physics, or any other quantitative disciplines that require processing and modeling data at a large scale
2+ years of relevant industry experience
Proficient in Python, SQL, Spark, the associated Python and Spark packages commonly used by data scientists, and Deep Learning libraries, such as Tensorflow, Keras, and PyTorch
Proficient in other languages, such as R, used in data science is a plus
Strong understanding of and practical experience in a wide-range of machine learning algorithms
Good understanding of and practical experience with statistical modeling
Practical experience of using cloud computing
Experience working with large structured and unstructured datasets
Working knowledge of relational and NOSQL databases
Basic knowledge of data engineering is a plus
Certificates earned in data mining, machine learning, deep learning, statistical modeling, cloud computing, and data engineering is a plus
Interested in applying data science to solving retail-related problems
Strong verbal and written communication skills
Benefits & Perks:

Beyond competitive pay, you can receive incentive awards for your performance. Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.

Equal Opportunity Employer

Walmart, Inc. is an Equal Opportunity Employer By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing diversity- unique styles, experiences, identities, ideas and opinions while being inclusive of all people.

Who WeAre

Join Walmart and your work could help over 275million global customers live better every week. Yes, we are the Fortune #1 company. But youll quickly find were a company who wants you to feel comfortable bringing your whole self to work. A career at Walmart is where the worlds most complex challenges meet a kinder way of life. Our mission spreads far beyond the walls of our stores. Join us and you'll discover why we are a world leader in diversity and inclusion, sustainability, and community involvement. From day one, youll be empowered and equipped to do the best work of your life.careers.walmart.com

About Global Tech
Imagine working in an environment where one line of code can make life easier for hundreds of millions of people and put a smile on their face. Thats what we do at Walmart Global Tech. Were a team of 15,000+ software engineers, data scientists and service professionals within Walmart, the worlds largest retailer, delivering innovations that improve how our customers shop and empower our 2.2 million associates. To others, innovation looks like an app, service or some code, but Walmart has always been about people. People are why we innovate, and people power our innovations. Being human-led is our true disruption.

Were virtual
Working virtually this year has helped us make quicker decisions, remove location barriers across our global team, be more flexible in our personal lives and spend less time commuting. Today, we are reimagining the tech workplace of the future by making a permanent transition to virtual work for most of our team. Of course, being together in person is an important part of our culture and shared success. Well collaborate in person at a regular cadence and with purpose.

Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2
years' experience in an analytics or related field. Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology or related field. Option 3: 4 years' experience in an analytics or related field.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data science, machine learning, optimization models, Masters degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)",3.3,"Walmart
3.3","Bentonville, AR",1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),64,112,88.0,AR,58,1,1
Applied Data Scientist,84 - 135 ,"Title: APPLIED DATA SCIENTIST, Tomorrow Networks

Location: New York Office

Tomorrow Networks is the leading provider of location-based, data-driven mobile advertising solutions for health and lifestyle brands.

We gather data from multiple sources, including government, prescribing and insurance activity, social media, campaign data and other location-based insights to better understand market trends and deliver measurable mobile advertising campaigns.

Our team is a nimble, smart and inquisitive group who is looking to grow with the addition of a self-motivated, curious and driven candidate to join us as a data science developer.

Key responsibilities will include:

Building and developing data products
Raw data analysis and processing
Building statistical and machine learning models
Collaboration with the rest of the data and engineering team
Youll be working with a team of data scientists, developers and engineers to bring new products to market, including front-end developers and data engineers.

Skills/Experience:

Bachelors/Masters degree in computer science or a related field with a focus on machine learning, data science, data visualization
1-2+ years of experience in similar roles
Strong fundamental knowledge in data structures and coding
Experience coding in Python, R and familiarity with C++
Proficiency with data visualization/mapping software (e.g. D3.js, Tableau)
Experience with state of the art big data technologies
Strong communication and visualization skills, to leverage the data to tell a story",3.5,"Aptus Health
3.5","New York, NY",201 to 500 Employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,84,135,109.5,NY,12,1,0
Data Scientist,59 - 105 ,"Overview:
The Data Scientist will be an imperative member of Invicro’s growing AI Team. We are looking for well-organized, talented people with a deep knowledge in programming, data processing, automation, statistics and machine learning. The Data Scientist uses mathematics, statistics, modeling, analysis, and technology to transform high volumes of complex imaging data into advanced, interpretable analytic solutions.
This role includes a few more targeted development areas, most prominently within oncology imaging and model development. Specific projects will include work in whole body PET/CT image processing algorithms and software development, in data curation around imaging and multi-modal data/metadata, and in model development for curated multi-modal oncology data sets.
Responsibilities:
Drive the collection, organization, coordination and governance around internal and external data resources.
Develops, maintains, and collects structured and unstructured data sets for analysis and reporting.
Creative thinking in reports, projections, models, and presentations to support Invicro’s Imaging Analysis strategy and AI initiative.
Provide influence on department strategy around data science and machine learning.
Maintain awareness of the resources and advances in artificial intelligence applied to biomedical problems, in particular resources relevant to pathology, neurology or drug development.
Develop and maintain unit and system-level regression testing.
Contribute to collaborative science incorporating machine learning / AI into clinical goals.
Develop and verify easy to use reference datasets that facilitate machine learning/AI research, testing and application deployment
Mentor junior data scientists.
Qualifications/Skills:
PhD in Mathematics, Engineering, Physics or related field with 0-3 years of industry or academic experience
Direct experience in an Engineering / Data Science environment preferred
Programming/scripting experience with a variety of languages including but not limited to python, R and C++ as well as the ability to program with keras and the low-level tensor flow API.
Deep, practical knowledge of using the training, testing and validation paradigm to drive progress
Demonstrated commitment to reusable/repurposable data organization and software
Strong intuitions about data modeling and testing and how to overcome common obstacles
In-depth knowledge of a biomedical or scientific application area and experience with applying deep learning to problems in this area

Invicro is an equal opportunities employer and positively encourages applications from suitably qualified and eligible candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity.",3.8,"Invicro
3.8","Boston, MA",201 to 500 Employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,59,105,82.0,MA,12,1,0
Marketing Analytics Data Scientist,94 - 154 ,"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with an expertise in Marketing Analytics.

Our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including Product, Marketing, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As a data scientist in this role, you will be a partner to the Marketing team, providing support for A/B test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require extensive experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive actionable insights. Experience with user growth and acquisition across consumer products is a plus.
Key Roles and Responsibilities:
Master and own the analytical understanding of customer behavior and business performance
Build models to better understand the value and churn behavior of our users
Find the “story” in the data and communicate insights and opportunities with executive and other internal teams
Perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
Integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
Support reporting and business intelligence needs of the entire Marketing team.
Skills Required:
3+ years of relevant experience
Ability to think objectively and interpret meaningful themes from quantitative and qualitative data
Ability to build constructive and effective relationships with a broad and diverse group of business partners
Ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
Proficiency with SQL required
Scripting skills, preferably in Python. Strong Python/NumPy/PANDAS skills a plus
Knowledge of statistics, specifically experimental design and analysis
Proficiency in Microsoft Excel and Microsoft PowerPoint
Familiarity with common KPIs, metrics, and growth experiments

As part of our team, you’ll enjoy:

The hustle of a startup with the impact of a global business
Tremendous opportunity to seek some of the industry’s most exciting problems
Working with an outstanding team of creative, fun and highly motivated people
Comprehensive health coverage, competitive salary, and 401(k) match

At Tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. Tinder is proud to be an equal opportunity workplace.",4.1,"Tinder
4.1","Los Angeles, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,94,154,124.0,CA,8,1,0
Data Scientist,88 - 146 ,"In today’s rapidly evolving technology landscape, an organization’s data has never been a more important aspect in achieving mission and business goals. Our data exploitation experts work with our clients to support their mission and business goals by creating and executing a comprehensive data strategy using the best technology and techniques given the challenge.
At Steampunk, our goal is to build and execute a data strategy for our clients to coordinate data collection and generation, to align the organization and its data assets in support of the mission, and ultimately to realize mission goals with the strongest effectiveness possible.
For our clients, data is a strategic asset. For the our client, they are looking to become a facts-based, data-driven, customer-focused organization. To help realize this goal, they are leveraging visual analytics platforms to analyze, visualize, and share information. At steampunk you will design and develop on a next-generation Visual Analytics and Collaboration suite.

We are looking for seasoned Data Scientist to work with our existing team of Data Architects and Developers to develop Strategies and then deliver results. We are looking for a more than just a ""Data Scientist"", but a technologist with excellent communication and customer service skills and a passion for data.
• Experience modeling on structured and unstructured data sets
• Experience with exploratory data analysis
• Experience in feature engineering
• Experience in data visualization
• Experience with Deep Learning approaches
• Knowledge of DevSecOps as it applies to data science
• Knowledge of data collection methods, capabilities, and tasking process
• Ability to leverage multiple data management tools to organize relevant information and make decisions
• Support an Agile software development lifecycle

Requirements:
• US Citizen Only
• Ability to hold a position of public trust with the US government.
• Strong programming skills in SQL, Python, R, or Java
• Experience with TensorFlow, Keras, or other Deep Learning tools
• Experience in big data systems including Hadoop, Spark, Scala
• Data visualization skills in Tableau, Power BI, D3, ArcGIS
• Experience with Git, Bash, Unix commands
• Experience in Cloud analytics (AWS or Azure) with tools such as AWS SageMaker, Azure HDInsight, etc.
• Experience using Python to manipulate large data sets
• Knowledge of data governance tools such as Talend

Steampunk is a Change Agent in the Federal contracting industry, bringing new thinking to clients in the Homeland, Federal Civilian, Health and DoD sectors. Through our Human-Centered delivery methodology, we are fundamentally changing the expectations our Federal clients have for true shared accountability in solving their toughest mission challenges. As an employee owned company, we focus on investing in our employees to enable them to do the greatest work of their careers – and rewarding them for outstanding contributions to our growth. If you want to learn more about our story, visit http://www.steampunk.com.
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. Steampunk participates in the E-Verify program.",4.2,"steampunk
4.2","McLean, VA",201 to 500 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,88,146,117.0,VA,17,1,1
Data Scientist,81 - 139 ,"Date Posted

Location

Requirements
10/14/2020

Edison, NJ (Remote)

Job Description:
The person will be part of the Data Science team for a Diaspak’s client. He/ She will work with different stakeholders as SME for data engineering/data science work.
A typical work day will involve working with stakeholders in individual contributor role and upscaling the quality of team’s deliverables.
The person will also be required to participate actively in brainstorming sessions for improvement opportunities and take it to completion.
A suitable candidate should have 8-10 years of experience in a similar role and should possess a go -getter attitude. He/ She should be able to deal with aggressively changing environment.
Experience in insurance preferred but not mandatory.
Key Responsibilities & Skillsets:
8+ years of experience in analytics, machine learning, advanced statistical techniques, AI and data engineering jobs.
Excellent communication & presentation skills.
Experience in managing Python codes and collaborating with customer on model evolution.
Excellent in project management, team management and conflict management skills.
Good knowledge of data base management and Hadoop/Spark, SQL, HIVE, Python (expertise).
Superior analytical and problem solving skills.
Should be able to work on a problem independently and prepare client ready deliverable with minimal or no supervision.
Data Management Skillsets:
Ability to understand data models and identify ETL optimization opportunities. Exposure to ETL tools is preferred.
Should have strong grasp of advanced SQL functionalities (joins, nested query, and procedures).
Strong ability to translate functional specifications / requirements to technical requirements.

Apply Now",3.3,"Diaspark
3.3","Edison, NJ",201 to 500 Employees,1993,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,81,139,110.0,NJ,27,1,1
Programmer/Data Scientist,53 - 94 ,"New York University: NYU - Domestic: Faculty of Arts and Science (FAS): Politics Department
Location
New York City
Open Date
Feb 22, 2019
Description
The SMaPP lab at NYU is looking for a full-time software engineer to help build software and
tools for collecting, processing, analyzing, and understanding large social media data sets. You
will use modern programming tools to manage multi-terabyte databases, build data pipelines,
preprocess data, and produce meaningful data visualizations. We require candidates to have
either experience programming in relevant environments OR a degree in CS. Significant skills
working with Python are mandatory. Experience with linux/unix systems and bash, SQL, R or
javascript is a plus, as is experience with natural language processing, machine learning
models, and network analysis. Interest in politics or social science combined with these
programming skills is a plus.


You will be given the opportunity to participate fully in the research environment, including
authoring papers and open source software, attending conferences and seminars, and working
closely with a broad group of researchers associated with the lab.


The New York University Social Media and Political Participation (SMaPP) laboratory
(https://smappnyu.org/about/) is a path-breaking, interdisciplinary lab bringing new collaborative
research models to the study of politics. Established in the fall of 2012, the lab’s goals are
threefold: (1) to pursue research on the relationship between social media and politics; (2) to
pursue research featuring the innovative use of social media data to study politics and political
phenomena; and (3) to develop open source tools that facilitate the use of social media data for
the study of politics.


For more information about our goals, methods, and recent publications see:
https://smappnyu.org


For links to additional SMaPP lab papers see:
https://smappnyu.org/journal-articles/


For examples of SMaPP lab research and researchers being discussed in the media, see:
https://smappnyu.org/mediaevents/media/
Qualifications
Required education: an undergraduate degree in computer science or an analytical social
science


Required experience: significant knowledge of and experience with programming in Python

Preferred education: master’s in computer science, data science, or an analytical social
science is a plus

Preferred experience: 1+ years programming in a relevant environment, either in research or
industry; fluency with linux/unix systems and bash, SQL, R, or Javascript; experience with
natural language processing, machine learning models, and network analysis is a plus
Application Instructions
Please send a CV and links to any relevant coding projects, websites, or projects. A brief cover
letter describing relevant experience and explaining your interest in the position is optional, but it
would be helpful if you can highlight specific skills or experiences that you believe would be
valuable for success in this position.",4.3,"New York University
4.3","New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),53,94,73.5,NY,189,1,0
Data Scientist,81 - 133 ,"WHAT WE WANT
FriendFinder Networks is looking for a Data Scientist with the primary responsibility to query and analyze large disparate datasets looking for relationships and trends typically related to increasing revenue, improving membership conversions, fraud detection and prevention, and providing actionable insights for solutions to business problems. You will communicate your findings and make presentations to senior management on a regular basis. Your contributions will ensure FriendFinder Networks will continue to provide our customers the best possible user experience for everyone who visits our web sites 24 hours a day, every day of the year, all over the world.
WHAT YOU WILL DO
Analyze complex data to provide recommendations for maximizing profitable revenue, traffic conversion opportunities, and reducing costs to support business objectives
Perform data analysis to support executive decisions
Work with stakeholders identifying and defining operational problems, plan project strategy, and define data requirements
Perform complete queries across multiple database/servers, and ideally, stored procedures, user defined functions, events, etc.
Dive into complex data sets to analyze trends, identify opportunities and quantify the potential value of new initiatives.
Collect and evaluate data gathered from multiple sources and abstract up from low-level information to a better understanding to present to management and executives
Able to define business requirements for reporting, dashboards, analytics and ad-hoc reporting for various Business Units
Effectively communicate findings to non-technical stakeholders and senior leadership
WHAT YOU MUST HAVE
Bachelor’s degree in applied or technical discipline (CS, Math, Statistics, Engineering or similar) is required
2 years’ of relevant business analysis experience
2 years’ Google Analytics experience preferred
Experience with R/S-Plus, SPSS, SAS, STATA (or similar), MS SQL Server Analysis Services, etc. is required
Programming or scripting language experience would be advantageous (e.g., Perl)
Statistical background with experience in regression analysis, correlation analysis, clustering , machine learning
Must be comfortable with adult content
Must be at least 21 years old
WHAT IS PREFERABLE TO HAVE
Hands on advanced experience with MYSQL, writing queries
Advanced MS Excel (e.g., pivot tables, MS query, array formulae, user-defined functions, etc.)
Demonstrated ability designing effective solutions to complex problems; intuitive/natural aptitude for problem solving
Solid track record of ownership of projects and adept at working independently with little supervision
Articulate and comfortable communicating with colleagues, different teams, and all levels of management
WHAT YOU SHOULD BE ABLE TO DEMONSTRATE
Demonstrated strong analytical skills
Team-player, positive attitude and flexible
Excellent verbal and written communication skills
Ability to handle multiple projects simultaneously while meeting deadlines
Should have a high degree of honesty and integrity
Should be a team-player, positive attitude and flexible

REPORTING TO THIS POSITION: No direct reports
PERKS
FriendFinder Networks Inc. and its subsidiaries offer a business casual work environment, flexible work hours, and a competitive salary. The benefits package includes:
401(k) with a 5% match on eligible earnings with no vesting period
Medical (Kaiser HMO, Aetna PPO), Dental, and Vision
Flexible Spending Account for Healthcare and Dependent Care
Life Insurance, AD&D, LTD and Short and Long Term Disability
Paid Time Off (20 days PTO) and Holiday Pay (12 company paid holidays off)
Employee Assistance Program
Commuter Benefits
529 Education Plan
Tuition Reimbursement
Health Club Reimbursement

ABOUT US
FriendFinder Networks is an international leader in social media founded in 1996 by Andrew Conru. Originally started as a main-stream social networking site, the company quickly adapted to consumer preferences, and branched out into different social media verticals. Andrew Conru is still directing FriendFinder Networks’ vision for pioneering new development of innovative and social media technology connecting people every day all over the world.
OUR HUMANITY (Equal Opportunity Employer)
At FriendFinder Networks we are proud to celebrate diversity of people for the benefit of our employees, our products, and the global community we all belong to.
It is the policy of FriendFinder Networks Inc., and its subsidiaries, to provide equal employment opportunities to all employees and applicants for employment. All employment practices such as recruitment, selection, promotions, and other terms and conditions of employment are administered in a manner designed to ensure that employees and applicants for employment or services are not subjected to discrimination on the basis of age, race, color, sex, sexual orientation, gender identity, national origin, ancestry, medical condition, disability, marital status, religious or political preferences or union affiliation.",2.8,"FriendFinder Networks
2.8","Campbell, CA",201 to 500 Employees,1996,Company - Private,Internet,Information Technology,$25 to $50 million (USD),81,133,107.0,CA,24,0,0
